어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
고양시립푸른하늘어린이집,경기도,고양시,국공립,43,12,경기도 고양시 일산동구 중산로 101 하늘마을1단지아파트 관리동 내,031-976-3910,031-976-3913,4,0,9,N,https://www.puruni.com/ikeagy,2024-02-29
고양시립풍동어린이집,경기도,고양시,국공립,114,25,경기도 고양시 일산동구 숲속마을1로 38 (풍동),031-901-6711,031-901-6712,8,1,20,N,iden.daum.net,2024-02-29
고양시립하나어린이집,경기도,고양시,국공립,127,26,경기도 고양시 덕양구 덕수천1로 14,02-381-2820,02-381-2821,9,1,40,N,,2024-02-29
고양시립한강노을어린이집,경기도,고양시,국공립,48,14,경기도 고양시 덕양구 대덕산로 20,02-3158-1228,02-3159-1228,4,1,14,N,,2024-02-29
고양시립한강햇살어린이집,경기도,고양시,국공립,55,14,경기도 고양시 덕양구 대덕산로 90,02-3159-6668,02-3159-6669,4,1,14,N,,2024-02-29
고양시립해솔어린이집,경기도,고양시,국공립,83,21,경기도 고양시 덕양구 권율대로 726 삼송마을 14단지 내,031-962-9898,031-962-9892,6,1,16,N,,2024-02-29
고양시립행복어린이집,경기도,고양시,국공립,92,17,경기도 고양시 덕양구 서정마을2로 13 덕양종합사회복지관 내 1층,031-979-6080,031-979-6081,6,1,22,N,,2024-02-29
고양시립향동어린이집,경기도,고양시,국공립,70,15,경기도 고양시 덕양구 향기로 30 향동 DMC리슈빌 아파트 단지 내,02-3159-2020,02-3159-2121,5,1,17,N,,2024-02-29
하늘꿈별어린이집,경기도,고양시,가정,20,5,"경기도 고양시 일산서구 강선로 71 709동 104호(주엽동,강선마을)",070-7504-1060,070-7504-9960,4,0,4,N,,2024-02-29
하늘숲에벤에셀어린이집,경기도,고양시,민간,154,25,경기도 고양시 덕양구 삼송로139번길 43-4,02-385-7880,02-385-7881,10,5,16,Y,,2024-02-29
아이세상어린이집,경기도,고양시,가정,19,7,"경기도 고양시 일산서구 고양대로 624 101동 102호(일산동, 일산태영데시앙1단지아파트)",031-908-0529,031-908-0529,4,0,4,Y,,2024-02-29
아이원어린이집,경기도,고양시,민간,99,13,경기도 고양시 일산서구 대산로 145 문촌마을 4단지내 아이원어린이집,031-913-0033,031-913-0033,8,1,10,Y,,2024-02-29
아이조아어린이집,경기도,고양시,민간,25,7,경기도 고양시 일산서구 현중로 10 (탄현마을 16단지 아파트 내),031-923-3885,070-8650-3885,4,0,4,Y,,2024-02-29
고양시립호수아이어린이집,경기도,고양시,국공립,22,10,경기도 고양시 일산동구 연리지로 50,031-915-0005,031-916-0005,3,1,9,N,,2024-02-29
하늘솜사탕어린이집,경기도,고양시,가정,17,10,"경기도 고양시 일산동구 하늘마을로 94 204동 102호(중산동, 하늘마을)",031-818-6674,031-818-6674,3,0,4,N,,2024-02-29
보람어린이집,경기도,고양시,민간,99,19,경기도 고양시 덕양구 마상로107번길 14 (주교동),031-962-6065,031-969-5784,8,2,15,Y,,2024-02-29
보석어린이집,경기도,고양시,가정,15,5,"경기도 고양시 일산서구 현중로 10 1601동 104호(탄현동, 탄현마을풍림16단지아파트)",031-922-1007,031-0000-0000,3,0,4,N,,2024-02-29
비전키즈어린이집,경기도,고양시,민간,39,13,경기도 고양시 일산서구 호수로838번길 1 (대화동),000-0000-0000,031-0000-0000,4,0,9,Y,,2024-02-29
사랑마을어린이집,경기도,고양시,가정,11,5,"경기도 고양시 일산서구 킨텍스로 300 1403동 107호(주엽동, 문촌마을세경14단지아파트)",031-8076-3528,031-8076-3528,2,1,3,N,,2024-02-29
사랑숲어린이집,경기도,고양시,가정,19,7,"경기도 고양시 일산서구 대화1로 70 705동 102호(대화동, 대화마을양우파크타운7단지아파트)",031-919-6905,031-0000-0000,4,0,4,N,,2024-02-29
사이좋은24시어린이집,경기도,고양시,가정,20,10,"경기도 고양시 일산동구 일산로 9 505동 102호(백석동, 흰돌마을서안5단지아파트)",031-903-7469,031-902-7469,3,0,4,N,,2024-02-29
산들어린이집,경기도,고양시,민간,31,5,경기도 고양시 일산동구 고봉로278번길 29 산들마을2단지관리동 산들어린이집,031-925-2760,031-0000-0000,3,0,3,Y,,2024-02-29
삼성보금자리어린이집,경기도,고양시,가정,20,6,"경기도 고양시 덕양구 호국로 860 213동 103호(성사동, 래미안휴레스트아파트)",031-962-2984,031-0000-0000,3,0,4,N,,2024-02-29
삼송이화어린이집,경기도,고양시,민간,135,22,경기도 고양시 덕양구 세솔로2길 84-10 (삼송동),02-371-1235,02-371-2852,10,3,16,Y,,2024-02-29
삼송한울어린이집,경기도,고양시,민간,65,13,경기도 고양시 덕양구 삼송로139번길 12 (삼송동),02-381-0020,02-381-2020,4,1,9,Y,,2024-02-29
삼환 어린이집,경기도,고양시,가정,20,10,"경기도 고양시 일산서구 현중로 13 1304동 103호(탄현동, 탄현마을삼환13단지아파트)",031-922-3577,031-922-4936,3,0,4,N,,2024-02-29
한밀어린이집,경기도,고양시,민간,150,26,경기도 고양시 덕양구 고양대로1916번길 73-3 (동산동),02-354-5090,02-354-5091,9,2,22,Y,,2024-02-29
엄마무릎어린이집,경기도,고양시,가정,17,6,"경기도 고양시 덕양구 향기로 185 1010동 101호(향동동,DMC해링턴플레이스NHF)",02-3158-1221,031-0000-0000,4,0,4,N,,2024-02-29
엄지어린이집,경기도,고양시,가정,20,6,"경기도 고양시 덕양구 화신로 102 2414동 101호(행신동, 햇빛마을일신건영24단지아파트)",031-973-0017,031-973-0017,4,0,4,Y,,2024-02-29
에코비아이원어린이집,경기도,고양시,가정,19,6,경기도 고양시 일산서구 강선로 70 810-101,031-815-6686,031-815-6686,3,0,4,N,,2024-02-29
에코빌i어린이집,경기도,고양시,가정,19,7,"경기도 고양시 일산서구 주엽로 161 803동 101호(주엽동, 문촌마을8단지)",031-913-3838,031-913-3808,3,0,4,N,,2024-02-29
엘리어린이집,경기도,고양시,가정,19,7,"경기도 고양시 일산동구 노루목로 100 210동 105호(장항동, 호수마을현대2단지아파트)",031-904-2234,031-904-2234,3,0,4,N,,2024-02-29
연세키즈스쿨어린이집,경기도,고양시,민간,180,21,경기도 고양시 일산동구 영심길 23-15 (식사동),031-967-3755,031-968-3755,9,2,15,Y,,2024-02-29
화정하늘빛어린이집,경기도,고양시,가정,15,5,"경기도 고양시 덕양구 화신로 233 1512동 102호(화정동, 옥빛마을15단지아파트)",031-978-1270,031-978-1270,4,0,4,N,,2024-02-29
후곡영아어린이집,경기도,고양시,가정,15,7,"경기도 고양시 일산서구 강선로 188 1106동 103호(일산동, 후곡마을주공아파트)",031-901-4287,031-0000-0000,3,0,4,Y,,2024-02-29
일산푸르지오어린이집,경기도,고양시,민간,88,13,"경기도 고양시 일산서구 일청로 75 (일산동,일산푸르지오단지 내)",031-913-6678,031-913-6678,6,1,6,Y,,2024-02-29
자람동산어린이집,경기도,고양시,민간,158,30,경기도 고양시 덕양구 고양대로2002번길 16-13 (동산동),02-387-0188,02-387-0183,8,2,16,Y,,2024-02-29
자연애어린이집,경기도,고양시,가정,19,5,"경기도 고양시 일산서구 산현로 45 1401동 102호(탄현동, 탄현마을14단지아파트)",031-911-6006,031-911-6006,3,0,5,N,,2024-02-29
화정밤비니어린이집,경기도,고양시,가정,20,9,"경기도 고양시 덕양구 화신로 291 1001동 101호(화정동, 별빛마을건영10단지아파트)",031-819-9903,031-0000-0000,4,1,4,N,,2024-02-29
작은숲어린이집,경기도,고양시,협동,20,5,경기도 고양시 일산동구 소개울3길 36 (중산동),031-976-2011,031-977-2011,2,0,0,N,,2024-02-29
고양시립화정어린이집,경기도,고양시,국공립,80,24,경기도 고양시 덕양구 화중로 20 (화정동),031-938-2854,031-938-2850,7,1,25,N,,2024-02-29
고양시립흰돌복지관어린이집,경기도,고양시,국공립,66,10,경기도 고양시 일산동구 장백로 61 YMCA 흰돌복지관 어린이집,031-905-3402,031-904-3402,5,1,7,N,,2024-02-29
고양시청 직장어린이집,경기도,고양시,직장,85,24,경기도 고양시 덕양구 원당로59번길 50-16,031-965-7878,031-965-7998,6,2,26,N,,2024-02-29
고양청사푸르미어린이집,경기도,고양시,직장,23,6,"경기도 고양시 덕양구 화중로104번길 50 (화정동,정부고양지방합동청사)",031-966-3396,031-966-3395,2,1,8,N,,2024-02-29
곤지곤지어린이집,경기도,고양시,가정,20,7,경기도 고양시 일산동구 일산로372번길 58 1350번지,031-906-0422,031-906-0422,3,0,4,N,,2024-02-29
공동육아도토리어린이집,경기도,고양시,협동,35,8,경기도 고양시 덕양구 고양대로1432번길 182,031-967-3480,031-0000-0000,7,0,0,N,www.ilsankid.com,2024-02-29
국민건강보험공단일산병원어린이집,경기도,고양시,직장,71,20,경기도 고양시 일산동구 일산로 107,031-900-0648,031-906-0648,6,2,32,N,www.instargram.com/sansae.zip,2024-02-29
굿모닝어린이집,경기도,고양시,가정,20,6,"경기도 고양시 일산서구 덕산로 282 201동 102호(덕이동, 덕이동문굿모닝힐2차아파트)",031-812-4993,031-812-4993,4,0,4,Y,www.puruni.com/ilsan,2024-02-29
근로복지공단고양어린이집,경기도,고양시,법인·단체,148,23,경기도 고양시 덕양구 중앙로468번길 85 (행신동),031-979-0234,031-979-0256,9,4,29,Y,www.yeawon.or.kr,2024-02-29
글로벌숲어린이집,경기도,고양시,민간,159,16,경기도 고양시 덕양구 서오릉로663번길 34,031-968-0700,031-968-0712,9,2,16,Y,www.평화몬테소리.com,2024-02-29
기쁨어린이집,경기도,고양시,가정,20,8,경기도 고양시 덕양구 향기로 30 102동 103호,02-3158-5395,02-3158-5395,4,0,4,N,yesol.kid.ph,2024-02-29
꼬마동네어린이집,경기도,고양시,가정,19,7,경기도 고양시 일산서구 덕이로 281  -9 동문아파트101-104,031-921-0231,031-0000-0000,3,0,4,Y,고양시보육정보센타 -e어린이,2024-02-29
꼬마루소 어린이집,경기도,고양시,가정,20,8,"경기도 고양시 덕양구 무원로 63 1001동 102호(행신동, 무원마을서광10단지아파트)",031-815-7788,031-0000-0000,4,0,4,N,고양시보육정보센터  육아지원센터,2024-02-29
꼬마숲i어린이집,경기도,고양시,가정,16,6,경기도 고양시 일산서구 탄현로 80 905-104,031-913-7095,070-7558-7095,3,0,4,N,다음: 반짝반짝보석어린이집,2024-02-29
꼬마숲예화어린이집,경기도,고양시,민간,73,18,경기도 고양시 일산서구 일청로 80 1층 (일산동),031-911-8846,031-0000-0000,7,1,8,N,다음까페 바움어린이집,2024-02-29
한솔어린이집,경기도,고양시,민간,65,13,경기도 고양시 덕양구 행신로 192 예수인 COMPLEX CENTER 1층 (행신동),031-970-0358,031-970-0358,5,1,10,Y,,2024-02-29
해나라어린이집,경기도,고양시,민간,38,5,경기도 고양시 덕양구 마상로108번길 27 (주교동),031-967-6543,031-969-3776,4,0,4,Y,,2024-02-29
해나무어린이집,경기도,고양시,민간,54,11,"경기도 고양시 일산동구 위시티4로 46 일산자이 2단지 관리동 1층(식사동,위시티 일산자이2단지)",031-967-7925,031-967-7925,5,1,8,N,,2024-02-29
해다미어린이집,경기도,고양시,가정,19,7,"경기도 고양시 일산동구 숲속마을1로 55 206동 104호(풍동, 숲속마을2단지아파트)",031-818-3003,031-0000-0000,3,0,4,N,,2024-02-29
꽃과호수어린이집,경기도,고양시,민간,99,13,경기도 고양시 일산서구 강성로 62 꽃과호수 어린이집,031-811-0077,031-911-6661,8,1,10,Y,,2024-02-29
꽃마을어린이집,경기도,고양시,가정,20,5,"경기도 고양시 덕양구 향기로 25 308동 102호(향동동, DMC호반베르디움더포레)",02-3158-2373,02-3158-2373,5,0,5,N,한그루(www.hangloo.co.kr),2024-02-29
꾸러기들어린이집,경기도,고양시,가정,20,8,"경기도 고양시 일산서구 일현로 140 102동 106호(탄현동, 큰마을대림아파트)",031-916-1398,031-0000-0000,4,0,4,N,,2024-02-29
꿈꾸는아이세상어린이집,경기도,고양시,가정,20,6,경기도 고양시 일산동구 강송로125번길 43-11 (백석동),031-903-2009,031-0000-0000,3,0,4,N,,2024-02-29
꿈누리어린이집,경기도,고양시,가정,11,5,"경기도 고양시 덕양구 백양로 126 1107-103(화정동,은빛마을)",031-964-6882,031-964-6882,3,0,4,N,,2024-02-29
꿈사랑어린이집,경기도,고양시,민간,28,7,경기도 고양시 일산동구 중산로 260,031-975-4399,031-976-8597,3,0,4,Y,,2024-02-29
꿈예뜰어린이집,경기도,고양시,가정,20,9,"경기도 고양시 일산서구 일현로 128 801동 103호(탄현동, 탄현마을동성8단지아파트)",031-915-0220,031-0000-0000,4,0,5,N,,2024-02-29
꿈의요정어린이집,경기도,고양시,가정,20,9,"경기도 고양시 덕양구 푸른마을로120번길 34 1001동 103호(고양동, 풍림아파트)",031-818-8080,031-818-8080,4,0,4,Y,,2024-02-29
꿈이있는어린이집,경기도,고양시,민간,34,10,"경기도 고양시 일산동구 은행마을로 100 (식사동,은행마을3단지 내 관리동)",031-964-5665,070-7178-1136,4,0,5,Y,,2024-02-29
꿈터어린이집,경기도,고양시,가정,20,6,"경기도 고양시 덕양구 향기로 30 109동 102호(향동동, DMC리슈빌더포레스트)",02-3159-0101,031-0000-0000,4,0,4,N,,2024-02-29
나래어린이집,경기도,고양시,민간,24,6,"경기도 고양시 일산서구 일청로 45 관리동 1층(일산동, 일산3차현대홈타운)",031-923-7942,031-923-7942,3,0,3,Y,,2024-02-29
나무둥지어린이집,경기도,고양시,가정,20,7,"경기도 고양시 일산동구 숲속마을1로 116 709동 104호(풍동, 숲속마을7단지아파트0",031-902-3999,031-902-3999,3,0,4,N,,2024-02-29
나무아트어린이집,경기도,고양시,민간,46,10,"경기도 고양시 일산서구 장자길 120 685,686(덕이동)",031-912-2200,031-912-2200,4,1,7,Y,,2024-02-29
호반꼬마숲어린이집,경기도,고양시,가정,20,8,"경기도 고양시 덕양구 세솔로 25 2217동 101호(동산동, 호반베르디움22단지)",02-389-0520,02-389-0520,3,0,4,N,,2024-02-29
호반레아어린이집,경기도,고양시,민간,113,1,경기도 고양시 덕양구 세솔로 25 동산마을 22단지 호반베르디움 단지내,02-389-0099,02-389-5599,7,2,10,N,,2024-02-29
화니베베어린이집,경기도,고양시,가정,19,5,"경기도 고양시 일산동구 숲속마을1로 55 208동 101호(풍동, 숲속마을2단지아파트)",031-901-4779,031-0000-0000,3,0,4,N,,2024-02-29
화성영아어린이집,경기도,고양시,가정,16,11,"경기도 고양시 일산서구 강성로 62 902동 102호(주엽동, 강선마을화성9단지아파트)",031-919-2009,031-919-2010,3,0,4,N,,2024-02-29
아이캐슬어린이집,경기도,고양시,가정,20,7,"경기도 고양시 일산서구 일산로 486 1302동 105호(일산동, 후곡마을태영13단지아파트)",031-814-4282,031-814-4282,4,0,4,Y,,2024-02-29
샘솟는어린이집,경기도,고양시,가정,20,7,"경기도 고양시 덕양구 화중로 219 112동 104호(화정동, 달빛마을경남1단지아파트)",031-968-8030,031-968-8030,3,0,4,N,,2024-02-29
다올어린이집,경기도,고양시,가정,19,8,"경기도 고양시 덕양구 토당로 93 101동 104호(토당동, 한강한라비발디아파트)",031-970-7727,031-971-7727,4,0,4,N,,2024-02-29
다윗키즈어린이집,경기도,고양시,가정,19,7,"경기도 고양시 덕양구 통일로802번길 69 102동 104호(관산동, 주공그린빌)",031-813-0467,031-813-0467,4,0,4,Y,,2024-02-29
다은어린이집,경기도,고양시,민간,299,41,경기도 고양시 일산동구 중산로 160-20 (중산동),031-975-6195,031-975-6197,24,3,48,Y,,2024-02-29
달빛영아어린이집,경기도,고양시,가정,14,8,"경기도 고양시 덕양구 화중로 222 205동 106호(화정동, 달빛마을2단지아파트)",031-965-4377,031-965-4377,4,0,4,N,,2024-02-29
달빛피터팬 어린이집,경기도,고양시,가정,12,4,"경기도 고양시 덕양구 화중로 222 214동 109호(화정동, 달빛마을라이프2단지아파트)",031-815-3503,031-0000-0000,2,0,3,N,,2024-02-29
대우사과나무어린이집,경기도,고양시,가정,19,7,"경기도 고양시 일산서구 가좌3로 45 207동 103호(가좌동, 가좌마을)",031-922-9102,031-922-9102,3,0,5,N,,2024-02-29
대화아람어린이집,경기도,고양시,민간,176,32,경기도 고양시 일산서구 대화로156번길 36,031-915-0585,031-924-6484,13,2,19,Y,,2024-02-29
대화예일어린이집,경기도,고양시,가정,18,7,경기도 고양시 일산서구 호수로838번길 46-18,031-924-7777,031-813-7724,3,0,4,N,,2024-02-29
대화피터팬어린이집,경기도,고양시,가정,20,8,경기도 고양시 일산서구 일산로803번길 39,031-922-5552,031-922-5552,3,0,4,N,,2024-02-29
